LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD
"e $150,000-350,000","5101 MAIN, INC.",5101 MAIN ST,KANSAS CITY,MO,64112,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,,04/29/2020,"Community Banks of Colorado, A Division of",MO-05
"e $150,000-350,000","5107 MAIN ASSOCIATES, INC.",5107 MAIN ST,KANSAS CITY,MO,64112,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,39,04/08/2020,"Community Banks of Colorado, A Division of",MO-05
"e $150,000-350,000",511 CAPITAL LLC,1603 ORRINGTON AVE STE 1500,EVANSTON,IL,60201,523910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,6,05/01/2020,"JPMorgan Chase Bank, National Association",IL-09
"d $350,000-1 million","511 ENTERPRISES, LLC",6590 Lockheed Drive,Redding,CA,96002,541611,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,04/11/2020,"MUFG Union Bank, National Association",CA-01
"e $150,000-350,000","511 SOUTH CENTRAL AVENUE, LLC",1575 Welton St Ste 300,DENVER,CO,80202,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/05/2020,"UMB Bank, National Association",CO-01
"e $150,000-350,000",5116 MAGAZINE STREET PREPARATORY HIGH SCHOOL,5116 Magazine St,NEW ORLEANS,LA,70115,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,27,04/15/2020,Gulf Coast Bank and Trust Company,LA-02
"e $150,000-350,000","512 BREWING COMPANY, LLC","407 Radam Lane, STE F200",AUSTIN,TX,78745,312120,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,30,04/28/2020,"Horizon Bank, SSB",TX-25
"e $150,000-350,000",512 LIVING LLC,2404 RIO GRANDE ST,AUSTIN,TX,78705,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,04/07/2020,Frost Bank,TX-21
"e $150,000-350,000",512 MAIN STREET INC,512 MAIN ST,CHATHAM,MA,2633,721110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,52,04/04/2020,Cape Cod Five Cents Savings Bank,MA-09
"d $350,000-1 million",512 W42 RETAIL LLC,ONE WORLD TRADE CENTER,NEW YORK,NY,10007,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,05/06/2020,Signature Bank,NY-10
"d $350,000-1 million",513 COLUMBUS LLC,513 COLUMBUS AVE,NEW YORK,NY,10024,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,1,04/09/2020,"TD Bank, National Association",NY-10
c $1-2 million,"513 HOTEL OPERATING, LLC",700 N GRANT AVE suite 600,ODESSA,TX,79761,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,200,04/09/2020,Frost Bank,TX-11
"e $150,000-350,000",514 POTTER AVE CORPORATION,514 POTTER AVE,UTICA,NY,13502,238220,Corporation,Unanswered,Unanswered,Unanswered,,12,04/10/2020,Bank of Utica,NY-22
"e $150,000-350,000",514 WEST 168 STREET LLC,514 West 168th Street,NEW YORK,NY,10032,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,04/29/2020,Customers Bank,NY-13
"d $350,000-1 million",514 WEST 24TH OWNER LLC,104 5TH AVE FL 9,NEW YORK,NY,10011,813990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,28,05/01/2020,"JPMorgan Chase Bank, National Association",NY-10
"e $150,000-350,000",515 MADISON AVENUE BAKE LLC,515 MADISON AVE,NEW YORK,NY,10022,722513,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,21,04/14/2020,Spring Bank,NY-12
"d $350,000-1 million","515 RESTAURANT, LLC DBA THE REFUGE",515 BROADHOLLOW RD,MELVILLE,NY,11747,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,49,05/01/2020,"JPMorgan Chase Bank, National Association",NY-02
"d $350,000-1 million","5150 GLOBAL SOLUTIONS, LLC",271 Park Ave,Wasilla,AK,99654,812990,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,18,04/16/2020,"Readycap Lending, LLC",AK-00
"d $350,000-1 million","5150 OCEAN BLVD, LLC",5148 Ocean Blvd,SARASOTA,FL,34242,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,45,04/27/2020,Gulfside Bank,FL-16
"d $350,000-1 million","5150 SOLUTIONS, INC.",15412 HIGHWAY 14,AULT,CO,80610,999990,Subchapter S Corporation,White,Male Owned,Non-Veteran,,48,04/06/2020,First National Bank,CO-04
"e $150,000-350,000","5151, INC.",371 West Ferry Street,Buffalo,NY,14213,722513,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,61,04/15/2020,Manufacturers and Traders Trust Company,NY-26
"e $150,000-350,000",516 E OAKWOOD LLC,641 E PERSHING RD UNIT E,CHICAGO,IL,60653,531390,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,06/19/2020,Fifth Third Bank,IL-01
"e $150,000-350,000",516 ENTERPRISES LLC,241 Bourbon St,NEW ORLEANS,LA,70130,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,51,04/30/2020,"JPMorgan Chase Bank, National Association",LA-02
"e $150,000-350,000",516-570-3801,"11 Grace Avenue, Suite 408",Great Neck,NY,11021,453998,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,15,04/14/2020,"Readycap Lending, LLC",NY-03
"e $150,000-350,000","517 PROPERTIES, LLC",864 S FM 2148,TEXARKANA,TX,75501,722513,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,42,04/07/2020,Farmers Bank & Trust Company,TX-04
"e $150,000-350,000",5170 RIDGE ROAD LLC,200 EAST 5TH AVENUE SUITE 101,NAPERVILLE,IL,60563,236115,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,11,05/21/2020,WebBank,IL-11
"d $350,000-1 million",5177 BUILDERS LTD,1520 Oliver St,HOUSTON,TX,77007,236118,Partnership,Unanswered,Unanswered,Unanswered,,30,04/12/2020,BBVA USA,TX-18
"d $350,000-1 million",518 FARMING INC,4696 OLD HWY 111,BRAWLEY,CA,92227,111940,Corporation,Unanswered,Unanswered,Unanswered,,38,04/13/2020,Mechanics Bank,CA-51
"e $150,000-350,000",5198 NORTH NEVADA LLC,5198 North Nevada Avenue #150,COLORADO SPRINGS,CO,80919,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,45,04/30/2020,Cache Valley Bank,CO-05
"e $150,000-350,000","51ST ST. BAKERY, LLC",569 Lexington Avenue,New York,NY,10022,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,52,04/27/2020,Greater Nevada CU,NY-12
"d $350,000-1 million",52 LIMITED,135 NE 9th Avenue,PORTLAND,OR,97232,448120,Corporation,White,Male Owned,Non-Veteran,,20,04/13/2020,KeyBank National Association,OR-03
"e $150,000-350,000","520  HAPPY TIMES, INC.",520   8TH AVE,NEW YORK,NY,10018,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,33,05/01/2020,Fountainhead SBF LLC,NY-12
"e $150,000-350,000",520 ASIAN RESTAURANT CORP,520 8th Avenue,New York,NY,10018,721199,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,38,05/20/2020,Cross River Bank,NY-12
"e $150,000-350,000",520 FLORIDA AVENUE RESTAURANT LLC,520 FLORIDA AVENUE NW,WASHINGTON,DC,20001,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,17,04/27/2020,EagleBank,DC-00
"e $150,000-350,000",5202 SPID LTD,5202 SOUTH PADRE ISLAND DRIVE,CORPUS CHRISTI,TX,78411,722511,Partnership,Unanswered,Unanswered,Unanswered,,78,04/30/2020,Vantage Bank Texas,TX-27
"d $350,000-1 million",5205 LIMITED PARTNERSHIP,1105 Industrial Blvd,Sugar Land,TX,77478,811213,Limited Liability Partnership,White,Unanswered,Unanswered,,33,04/27/2020,LCA Bank Corporation,TX-22
"e $150,000-350,000","521 INTERESTS, LTD.","1616 S Voss Road, Suite 618",Hoiuston,TX,77057,722515,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,16,04/30/2020,Prosperity Bank,TX-07
"e $150,000-350,000","521 MANAGEMENT, INC.",4220 Shawnee Mission Parkway Suite B350,FAIRWAY,KS,66205,541613,Corporation,Unanswered,Unanswered,Unanswered,,11,04/07/2020,"Academy Bank, National Association",KS-03
"e $150,000-350,000","521 MOVING AHEAD, INC",101 Fifth Avenue,Garden City Park,NY,11040,484110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,30,05/03/2020,"Citibank, N.A.",NY-04
"e $150,000-350,000",521 WEST 21ST STREET MGMT,415 W 127TH ST,NEW YORK,NY,10027,488490,Corporation,Unanswered,Unanswered,Unanswered,,25,04/30/2020,"Bank of America, National Association",NY-13
"e $150,000-350,000","522 PRODUCTIONS, LLC",711 KING STREET,ALEXANDRIA,VA,22314,541890,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,14,04/15/2020,EagleBank,VA-08
"e $150,000-350,000",522 RESTAURANT LLC,2900 Chartres St,NEW ORLEANS,LA,70117,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,26,04/28/2020,Credit Human FCU,LA-02
"e $150,000-350,000","522 W. 38TH ST. NY, LLC","147 - 25 NORTHERN BLVD, STE 3E",FLUSHING,NY,11354,721110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,19,04/29/2020,Flushing Bank,NY-06
"e $150,000-350,000",522 WILSHIRE HOSPITALITY LLC,6541 Hollywood Blvd. STE 202,Los Angeles,CA,90028,722410,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,06/26/2020,Idaho First Bank,CA-28
"e $150,000-350,000",525 AMERICA LLC,1411 BROADWAY 15th Floor,NEW YORK,NY,10018,423910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/13/2020,"HSBC Bank USA, National Association",NY-12
"d $350,000-1 million",525 MERRICK CORP.,525 MERRICK RD,ROCKVILLE CENTRE,NY,11570,999990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/28/2020,Signature Bank,NY-04
"e $150,000-350,000",525 TUNXIS HILL CUTOFF LLC,525 TUNXIS HILL RD,FAIRFIELD,CT,6825,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,04/13/2020,"People's United Bank, National Association",CT-04
"d $350,000-1 million",5250 FOOD MARKET CORP.,5250 Town Cir Suite 101,BOCA RATON,FL,33486,424410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,64,04/30/2020,"Bank of America, National Association",FL-22
"e $150,000-350,000","5250 PP, LLC",5260 PEACHTREE PKWY,PEACHTREE CORNERS,GA,30092,722511,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,13,04/03/2020,The Piedmont Bank,GA-07
"e $150,000-350,000",526 JERICHO TPKE LLC DBA LUIGI'S PIZZERIA,526 JERICHO TPKE,MINEOLA,NY,11501,722513,Corporation,Unanswered,Unanswered,Unanswered,,40,05/01/2020,"JPMorgan Chase Bank, National Association",NY-04
"e $150,000-350,000","526 MEDIA GROUP, INC.",151 KALMUS DR STE. E-200,COSTA MESA,CA,92626,541990,Corporation,Unanswered,Unanswered,Non-Veteran,,9,05/03/2020,"MUFG Union Bank, National Association",CA-46
"e $150,000-350,000","527 CAUSEWAY, LLC",527 N. Causeway Blvd,MANDEVILLE,LA,70448,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,63,04/11/2020,Gulf Coast Bank and Trust Company,LA-01
"e $150,000-350,000",527 LOGISTICS GROUP LLC,3030 Headland Drive,Atlanta,GA,30311,236115,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,14,07/13/2020,Cross River Bank,GA-05
"e $150,000-350,000","5270, INC",4804 W. PLANO PKWY,PLANO,TX,75093,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,54,04/07/2020,Frost Bank,TX-03
"d $350,000-1 million","5271 MAIN STREET OPERATING COMPANY, LLC",5271 MAIN ST,WILLIAMSVILLE,NY,14221,623110,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,65,04/27/2020,Bank Leumi USA,NY-26
"e $150,000-350,000","5280 DRYWALL & REPAIRS, INC.",839 WADSWORTH BLVD,LAKEWOOD,CO,80214,238310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,04/10/2020,FirstBank,CO-01
"e $150,000-350,000","5280 ENTERPRISES, LLC",1775 SHERMAN ST N,DENVER,CO,80203,561499,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,49,05/03/2020,"U.S. Bank, National Association",CO-01
"e $150,000-350,000",5280 FLOORS LLC,2505 W 2nd Ave,DENVER,CO,80219,238330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/15/2020,BBVA USA,CO-01
"e $150,000-350,000",5280 GYMNASATICS LLC,19181 Highway 8,MORRISON,CO,80465,713940,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,52,04/07/2020,First Western Trust Bank,CO-02
"e $150,000-350,000",5280 HIGH SCHOOL,899 N Broadway,Denver,CO,80203,611110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,0,05/13/2020,FirstBank,CO-01
"d $350,000-1 million",5280 HOME CARE AND ATTENDANT SERVICES INC,2600 S Parker Rd Suite 7-372,AURORA,CO,80014,621610,Corporation,Hispanic,Male Owned,Non-Veteran,,90,04/14/2020,Glacier Bank,CO-06
"d $350,000-1 million",5280 HOUSE CLEANING INC,1417 GAYLORD ST,DENVER,CO,80206,561720,Corporation,Unanswered,Unanswered,Unanswered,,71,04/06/2020,First Home Bank,CO-01
c $1-2 million,5280 PRODUCTIONS LLC,4640 PECOS ST Unit B,DENVER,CO,80211,561311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,379,04/28/2020,Bank of Colorado,CO-01
"d $350,000-1 million","5280 PUBLISHING, INC.",675 Larimer St. #675,DENVER,CO,80202,511120,Corporation,Unanswered,Unanswered,Unanswered,,64,04/08/2020,The Citizens State Bank of Ouray,CO-01
"e $150,000-350,000",5280 S SERVICES LLC,3801 CANAL DR,FORT COLLINS,CO,80524,541990,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,14,04/28/2020,RNB State Bank,CO-04
"d $350,000-1 million",5280 SOLUTIONS LLC,10984 Angelles Cove,Shreveport,LA,71106,541614,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,67,04/27/2020,"BOKF, National Association",LA-04
"d $350,000-1 million","5280 WASTE SOLUTIONS, LLC",7010 Broadway #106,DENVER,CO,80221,562111,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,,04/12/2020,"Sunflower Bank, National Association",CO-01
"e $150,000-350,000",52ND AVE LLC,1173 Highland Ave,Oak Park,IL,60304,236118,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,,15,04/15/2020,"Readycap Lending, LLC",IL-07
"e $150,000-350,000",52XCONSULTING LLC,33 E 20TH ST FL 3,NEW YORK,NY,10003,561311,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,04/16/2020,"JPMorgan Chase Bank, National Association",NY-12
"e $150,000-350,000",53 CORPORATION LLC,5655 PETERSON RD,SEDALIA,CO,80135,237990,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,24,04/11/2020,Independent Bank,CO-05
"d $350,000-1 million",530 HOSPITALITY LLC,530 7TH AVE,NEW YORK,NY,10018,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/28/2020,Signature Bank,NY-12
"e $150,000-350,000",530 N EAGLE LLC,200 E 5th Avenue Suite 101,Naperville,IL,60563,515112,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,9,05/01/2020,WebBank,IL-11
"e $150,000-350,000",530 PLD LLC,530 Portage Lakes Dr.,SOLON,OH,44139,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,60,04/07/2020,The Huntington National Bank,OH-14
c $1-2 million,5305 MARQUIS INC,4445 Buena Vista St,DALLAS,TX,75205,531390,Corporation,Unanswered,Unanswered,Unanswered,,89,04/08/2020,PlainsCapital Bank,TX-32
"e $150,000-350,000",531 JACKSON ST LLC,531 JACKSON ST,SAN FRANCISCO,CA,94133,453998,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,22,05/04/2020,"Bank of America, National Association",CA-12
"e $150,000-350,000",5316 SUPERIOR LLC,56316 SUPERIOR PKWY,FORT WORTH,TX,76106,722410,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,59,04/08/2020,One World Bank,TX-12
"e $150,000-350,000","5320 VENTURES, INC.",5320 S Moorland Rd,NEW BERLIN,WI,53151,722511,Subchapter S Corporation,Unanswered,Female Owned,Non-Veteran,,94,04/06/2020,First Business Bank,WI-05
"e $150,000-350,000","5320 WESTHEIMER, LTD",8 Greenway Plaza Suite 184,HOUSTON,TX,77046,722511,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,,36,04/15/2020,"Spirit of Texas Bank, SSB",TX-07
"e $150,000-350,000",533 CEVICHE GROUP LLC,533 CLEMARIS STREET,WEST PALM BEACH,FL,33401,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,0,04/29/2020,Regions Bank,FL-20
c $1-2 million,"533 SOUTH FAIRFAX AVENUE, INC.",533 SOUTH FAIRFAX AVENUE,LOS ANGELES,CA,90036,623110,Subchapter S Corporation,White,Female Owned,Non-Veteran,,131,06/11/2020,Community Federal Savings Bank,CA-33
"d $350,000-1 million",5331 UNIVERSITY DRIVE INC,5331 UNIVERSITY DR,IRVINE,CA,92612,445110,Corporation,Asian,Male Owned,Unanswered,,48,04/07/2020,Open Bank,CA-45
"e $150,000-350,000",5332 INC,628 NE 291 HWY,LEES SUMMIT,MO,64086,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,51,04/27/2020,"Stride Bank, National Association",MO-05
"e $150,000-350,000",5333 IMPORTS INC,5331 E Slauson Ave,LOS ANGELES,CA,90040,424990,Corporation,White,Male Owned,Non-Veteran,,15,04/15/2020,"Zions Bank, A Division of",CA-40
"e $150,000-350,000",5339 INC,3804GLENSTONE AVE,SPRINGFIELD,MO,65804,722511,Subchapter S Corporation,White,Male Owned,Non-Veteran,,57,04/13/2020,Bank of Bolivar,MO-07
"d $350,000-1 million",534 SARATOGA BROADWAY LP,"255 Alhambra Circle, Suite 760",MIAMI,FL,33134,721110,Partnership,Unanswered,Unanswered,Unanswered,,0,04/27/2020,First American Bank,FL-27
"e $150,000-350,000",5341 OPERATIONS LLC,5341 Ballard Ave NW,SEATTLE,WA,98107,722410,Limited  Liability Company(LLC),White,Unanswered,Non-Veteran,,0,04/06/2020,Washington Trust Bank,WA-07
"d $350,000-1 million",535 5TH LLC,614 5th Ave Ste C,San Diego,CA,92101,722513,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,181,05/03/2020,"Bank of America, National Association",CA-53
"d $350,000-1 million",535 MEDIA LLC,210 WOOD ST,TARENTUM,PA,15084,541910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,42,04/14/2020,"PNC Bank, National Association",PA-17
"e $150,000-350,000",535 PLUMBING LLC,810 BANNISTER ST,HONOLULU,HI,96819,238220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,21,04/06/2020,First Hawaiian Bank,HI-01
"d $350,000-1 million",535 RAMONA INC,535 Ramona St,PALO ALTO,CA,94301,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,74,04/14/2020,First Home Bank,CA-14
"e $150,000-350,000",535 W BROADWAY INC,535 W BROADWAY,GLENDALE,CA,91204,531311,Corporation,White,Male Owned,Non-Veteran,,32,04/30/2020,City National Bank,CA-28
c $1-2 million,"535 WEST MARKET S-GROUP, INC.",4000 COLUMBUS AVE,SANDUSKY,OH,44870,722513,Corporation,Unanswered,Unanswered,Unanswered,,400,04/10/2020,BMO Harris Bank National Association,OH-09
c $1-2 million,536 CORPORATION,635 Highway 98 East,DESTIN,FL,32541,722511,Corporation,Unanswered,Unanswered,Unanswered,,116,04/15/2020,Hancock Whitney Bank,FL-01
"d $350,000-1 million",5366 LOGISTICS CORP.,4501 US HIGHWAY 12,RICHMOND,IL,60071,484110,Subchapter S Corporation,Unanswered,Male Owned,Veteran,,34,04/08/2020,"Hinsdale Bank & Trust Company, National Association",IL-14
"e $150,000-350,000",537 DOUGHNUTS INC,3651 Ladson Road,LADSON,SC,29456,311812,Corporation,White,Male Owned,Unanswered,,35,04/11/2020,Countybank,SC-01
"e $150,000-350,000","5399 PROSPECT ROAD, LLC",1829 UNION ST,SAN FRANCISCO,CA,94123,722513,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,0,04/28/2020,Signature Bank,CA-12
"e $150,000-350,000",53RD ST FOOD LLC DBA BLAKE &AMP; TODD DBA BLAKE &AMP; TODD,52 E 53RD ST,NEW YORK,NY,10022,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,44,05/01/2020,"JPMorgan Chase Bank, National Association",NY-12
"d $350,000-1 million",53RD STREET FINE DINING LLC,600 TRAVIS St STE 6800,HOUSTON,TX,77002,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,83,04/15/2020,"Zions Bank, A Division of",TX-18
"e $150,000-350,000","53RD STREET, INC.",1409 S LAMAR ST,DALLAS,TX,75215,541810,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,0,04/16/2020,The Northern Trust Company,TX-30
"d $350,000-1 million",54 BELOW LLC,"254 W. 54th Street, 10th floor 0.0",New York,NY,10019,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,66,04/10/2020,"JPMorgan Chase Bank, National Association",NY-10
"e $150,000-350,000",54 MADISON CAPITAL LP,527 Madison Ave,NEW YORK,NY,10022,531390,Partnership,Unanswered,Unanswered,Unanswered,,16,04/13/2020,"JPMorgan Chase Bank, National Association",NY-12
"d $350,000-1 million",54 NEW STREET RESTAURANT GROUP LLC,24 WOODBINE AVE,NORTHPORT,NY,11768,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,51,04/15/2020,The First National Bank of Long Island,NY-03
"e $150,000-350,000",54 RECKLESS LLC,"6380 WILSHIRE BLVD, Suite 1106",LOS ANGELES,CA,90048,424330,Limited  Liability Company(LLC),White,Unanswered,Unanswered,,4,04/15/2020,City National Bank,CA-28
"e $150,000-350,000","54 VILL ENTERTAINMENT, LLC",5220 Cedar Avenue,Philadelphia,PA,19143,711190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,07/23/2020,Cross River Bank,PA-03
"e $150,000-350,000",54-1208293,904 LAKESIDE DR,LYNCHBURG,VA,24501,541310,Corporation,Unanswered,Unanswered,Unanswered,,16,04/14/2020,Truist Bank d/b/a Branch Banking & Trust Co,VA-05
"e $150,000-350,000","540 CHARTRES, LLC",311 DECATUR ST,NEW ORLEANS,LA,70130,722511,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,42,04/28/2020,Hancock Whitney Bank,LA-02
"d $350,000-1 million","5400 BBQ, LLC",5400 Penn Ave South,MINNEAPOLIS,MN,55419,722511,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,55,04/05/2020,Highland Bank,MN-05
